Votre organisme dispose-t-il d'un responsable Qualité, Hygiène, Santé, Environnement (QSE) ?	162	radios	0	0			["oui","non"]		3	0	4	1	b49e2eaa-8ac668dd-6183a0ac20cd56.25048043	1356	162
D'un DSI ou un RSSI ?	162	radios	0	0			["oui","non"]		5	0	4	1	b49e2eaa-8ac668dd-6183a0ac210584.57004077	1357	162
Pour décrire et gérer votre organisation interne, vous disposez de : 	162	multiselect	0	0	[""]		["Statuts","Organigramme","DUER (document unique d'évaluation des risques professionnels) ?","Procédures","Documents ISO de conformité","Des documents sont à rédiger"]		7	0	4	1	b49e2eaa-8ac668dd-6183a0ac213fc8.56939035	1358	162
Documents légaux à destination de vos salariés : 	162	multiselect	0	0	[""]		["Convention collective","Contrat de travail","Règlement intérieur dûment validé","Charte de confidentialité","Charte d'utilisation des outils numériques","Livret d'accueil salarié","Fiches de poste","Des documents restent à rédiger..."]		11	0	4	1	b49e2eaa-8ac668dd-6183a0ac222973.16586949	1359	162
Références documentaires	162	text	0	0					12	0	4	1	b49e2eaa-8ac668dd-6183a0ac22f563.28391035	1360	162
Références documentaires	162	text	0	0					8	0	4	1	b49e2eaa-8ac668dd-6183a0ac242ef0.22261264	1361	162
DSi ou RSSI	162	actor	0	0	[]				6	0	4	2	b49e2eaa-8ac668dd-6183a0ac252da1.85529402	1362	162
Lequel ?	162	actor	0	0	[]				2	0	4	2	b49e2eaa-8ac668dd-6183a0ac261a92.32099396	1363	162
Responsable qualité, santé, environnement	162	actor	0	0	[]				4	0	4	2	b49e2eaa-8ac668dd-6183a0ac26a970.42979610	1364	162
Documents légaux à destination de vos clients, usagers.. : 	162	multiselect	0	0	[""]		["Conditions Générales de Vente","Conditions Générales d'Utilisation","Une politique de Confidentialité des données","D'un livret client \\/ usager \\/ accueil","Site internet détaillé","Documentation client à revoir"]		9	0	4	1	b49e2eaa-8ac668dd-6183a0ac272032.98513774	1365	162
Références documentaires	162	text	0	0					10	0	4	1	b49e2eaa-8ac668dd-6183a0ac281a37.79093753	1366	162
Contrats avec vos co-traitants et sous-traitants	162	multiselect	0	0	[""]		["toutes les contrats ont été revus","des contrats restent à réviser","oui, bien documenté","non, pas documenté"]		13	0	4	1	b49e2eaa-8ac668dd-6183a0ac2a0b87.60630843	1367	162
Profession réglementée ou mesures organisationnelles officielles	162	text	0	0					14	0	4	1	b49e2eaa-8ac668dd-6183a0ac2b7947.70599571	1368	162
Pour chaque traitement identifié, selon les droits applicables, vous disposez des procédures pour :	162	multiselect	0	0	[""]		["informer, recueillir  et conserver le consentement : oui","informer, recueillir  et conserver le consentement : non","rechercher, extraire et transmettre les informations personnelles : oui","rechercher, extraire et transmettre les  informations personnelles : non","faciliter l’accès et la correction des informations personnelles : oui","faciliter l’accès et la correction des informations personnelles : non","identifier et supprimer les données personnelles obsolètes: oui","identifier et supprimer les données personnelles obsolètes : non","créer un format lisible des données personnelles (portabilité) : oui","créer un format lisible des données personnelles (portabilité) : non"]		15	0	4	1	b49e2eaa-8ac668dd-6183a0ac2d1f54.06084055	1369	162
Référence documentaires	162	text	0	0					16	0	4	1	b49e2eaa-8ac668dd-6183a0ac2de531.90673565	1370	162
Les responsables ont-ils suivis une formation RGPD	163	radios	0	0			["oui","non","partielle"]		0	0	4	1	b49e2eaa-8ac668dd-6183a0ac2f9ab5.99827006	1371	163
Vos utilisateurs ont-ils reçu une information sur la sécurité des données ou le RGPD ?	163	radios	0	0			["oui","non","partielle"]		1	0	4	1	b49e2eaa-8ac668dd-6183a0ac2ffb63.64573412	1372	163
Accès des utilisateurs au système : authentification, logs et audits	163	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		2	0	4	1	b49e2eaa-8ac668dd-6183a0ac306ec7.92831772	1373	163
Gestion des droits et des habilitations (utilisateurs, gestionnaires, mainteneurs)	163	multiselect	0	0	[]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		3	0	4	1	b49e2eaa-8ac668dd-6183a0ac3130a7.31580255	1374	163
Références documentaires	163	text	0	0					6	0	4	2	b49e2eaa-8ac668dd-6183a0ac320cc4.06938156	1375	163
Protection des fichiers et données sensibles (traçabilité accès, changement, surveillance des logs)	163	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		4	0	4	1	b49e2eaa-8ac668dd-6183a0ac33c0e8.59421509	1376	163
Développements informatiques	163	multiselect	0	0	[""]		["Pas de développements spécifiques","toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		5	0	4	1	b49e2eaa-8ac668dd-6183a0ac34b390.19096152	1377	163
Sécurisation des postes de travail et serveurs (antivirus, supervision...)	164	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté","pas besoin de supervision"]		1	0	4	1	b49e2eaa-8ac668dd-6183a0ac360442.82577183	1378	164
Fichiers & formulaires : organisation, classement, archivage	164	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		6	0	4	1	b49e2eaa-8ac668dd-6183a0ac36dc35.66453070	1379	164
Protection du réseau interne (pare feu, switchs, wifi..)	164	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		4	0	4	1	b49e2eaa-8ac668dd-6183a0ac378e15.15417618	1380	164
Mobilité (portables, smartphone, tablettes) sécurité et supervision	164	multiselect	0	0	[""]		["pas de mobilité","toutes mesures prises","des mesures restent à prendre (MDM, BYOD..)","oui, bien documenté","non, pas documenté"]		3	0	4	1	b49e2eaa-8ac668dd-6183a0ac3851c1.34842604	1381	164
Protection des locaux, salles serveurs, armoires papiers, dossiers mobiles...	164	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		2	0	4	1	b49e2eaa-8ac668dd-6183a0ac3929e1.24478858	1382	164
Sauvegarde et continuité d'activité (procédures, rapports, PCA, PRA...)	164	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		5	0	4	1	b49e2eaa-8ac668dd-6183a0ac39e734.44870153	1383	164
Comment assurez vous la maintenance de votre matériel ?	164	multiselect	0	0	[""]		["par un service informatique interne","par une société de service externe","par un prestataire indépendant","via un contrat de maintenance illimité","via des demandes au cas par cas"]		0	0	4	1	b49e2eaa-8ac668dd-6183a0ac3aaef8.47893795	1384	164
Sécurité du partage de l'information avec les destinataires externes	164	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		7	0	4	1	b49e2eaa-8ac668dd-6183a0ac3b7e70.87327417	1385	164
Documents, formulaires, mails : chiffrer, signer, garantir l’intégrité	164	multiselect	0	0	[""]		["toutes mesures prises","des mesures restent à prendre","oui, bien documenté","non, pas documenté"]		8	0	4	1	b49e2eaa-8ac668dd-6183a0ac3c2d24.73604762	1386	164
Références documentaires	164	text	0	0					9	0	4	1	b49e2eaa-8ac668dd-6183a0ac3cd063.47032523	1387	164
Lieux de stockage des procédures	165	glpiselect	0	0	0	Software			0	0	4	1	b49e2eaa-8ac668dd-6183a0ac3e4f10.14858023	1388	165
Description de l'organisme	166	text	0	0	dénomination, SIREN, forme juridique, date immat, tranche effectif, capital social, dernier CA				0	0	4	1	b49e2eaa-8ac668dd-6183a0ac3ef7c1.33090679	1389	166
Activités principales	166	text	0	0					2	0	4	1	b49e2eaa-8ac668dd-6183a0ac401796.53437774	1390	166
Description	166	text	0	0					3	0	4	1	b49e2eaa-8ac668dd-6183a0ac41af09.73410666	1391	166
Coordonnées et responsable	166	text	0	0	adresse du siège, dirigeant, tel, mail				1	0	4	1	b49e2eaa-8ac668dd-6183a0ac431ad8.81070659	1392	166
Votre organisme a-t-il obligation d’un DPO au sens de l’article 37 du RGPD ?	167	multiselect	0	0	[""]		["Non","Oui, car il est autorité publique ou organisme public","Oui, car il effectue un suivi régulier et systématique à grande échelle d’individus","Oui, car il traite à grande échelle des catégories particulières de données"]		0	0	4	1	b49e2eaa-8ac668dd-6183a0ac449369.72119745	1393	167
L'organisme dispose de DCP concernant :	167	multiselect	0	0	[""]		["Plus de dix mille personnes","Quelques milliers de personnes","Quelques centaines de personnes","Quelques dizaines de personnes"]		1	0	4	1	b49e2eaa-8ac668dd-6183a0ac456460.56431285	1394	167
Après avoir pris connaissance de la définition de la sensibilité (document E1 07, page3), et suite à l'inventaire de vos DCP, vous diriez que concernant les personnes, votre organisme possède : 	167	multiselect	0	0	[""]		["Seulement quelques données personnelles ayant une faible sensibilité","D’assez nombreuses données ayant une sensibilité plutôt basse","Quelques données peuvent être perçues comme sensibles","Il est évident que des données sont perçues comme sensibles","Des données sensibles concernant les salariés (RH)","Des données sensibles concernant les clients, usagers, adhérents, tiers..."]		2	0	4	1	b49e2eaa-8ac668dd-6183a0ac462d10.37113201	1395	167
Par ailleurs, en dehors des Données à Caractère Personnel au sens du RGPD, votre activité vous amène à traiter d’autres données sensibles (industrielles, R&D, secret défense...) ?	167	multiselect	0	0	[""]		["Non","Données industrielles de classe 1 (le risque ou l'impact d’une attaque est faible)","Données industrielles de classe 2 (le risque ou l’impact d’une attaque est significatif)","Données industrielles de classe 3 (le risque ou l’impact d’une attaque est critique)","Données militaires, secret défense","Données R&#38;D"]		3	0	4	1	b49e2eaa-8ac668dd-6183a0ac470962.02427832	1396	167
Si la globalité de votre système d’information venait à une subir une violation majeure telle la destruction ou la diffusion non autorisée des informations qu’il contient, diriez-vous que l’impact sur les personnes dont vous détenez des DCP serait : 	167	multiselect	0	0	[""]		["Insignifiant ou mineur (les conséquences sont faibles et passagères)","Significatif (les conséquences sont sérieuses mais surmontables)","Majeur voir catastrophique (les conséquences sont graves ou irréversibles)"]		4	0	4	1	b49e2eaa-8ac668dd-6183a0ac47dd45.29215147	1397	167
Que l’impact sur votre organisme serait : 	167	multiselect	0	0	[""]		["Insignifiant ou mineur (faible coût, perturbation temporaire)","Significatif (coût important, perturbation long terme)","Majeur voir catastrophique (probabilité d'arrêt définitif de l'exploitation)"]		5	0	4	1	b49e2eaa-8ac668dd-6183a0ac488779.34670303	1398	167
D'après les éléments recueillis, la mise en oeuvre de la conformité doit être :  	168	multiselect	0	0	[""]		["Succinte : registre &#38; mesures choisies du référentiel","Exhaustive  : registre &#38; toutes mesures du référentiel Niveau 1 ou 2","Complète : toutes mesures du référentiel Niveau 1+2+ 3"]		0	0	4	1	b49e2eaa-8ac668dd-6183a0ac49abf5.53311153	1399	168
Nécessité d’un DPO	168	multiselect	0	0	[""]		["Non nécessaire","Préconisée, l'apport serait positif pour l'image de votre organisme et pour votre sécurité","Fortement préconisée, l'apport  semble nécessaire eu égard à l'activité et à l'exposition de votre organisme","Indispensable par respect de la loi ou du fait de la quantité ou de la sensibilité des données traitées par votre organisme"]		1	0	4	1	b49e2eaa-8ac668dd-6183a0ac4a4163.77588351	1400	168
Etat de préparation actuelle en terme de sécurité : 	168	multiselect	0	0	[""]		["L’organisme n’est pas ou peu préparé -&gt; beaucoup reste à faire","L’organisme a déjà mis en place de nombreuses mesures -&gt; il faut compléter et formaliser","L’organisme a déjà une structure SSI en place-&gt; il faut effectuer une révision"]		3	0	4	1	b49e2eaa-8ac668dd-6183a0ac4af248.31354611	1401	168
Etat de préparation actuelle en terme de conformité RGPD : 	168	multiselect	0	0	[""]		["L’organisme n’est pas ou peu préparé -&gt; beaucoup reste à faire","L’organisme a déjà mis en place de nombreuses mesures -&gt; il faut compléter et formaliser","L’organisme a déjà mis en œuvre sa conformité -&gt; il faut effectuer une révision"]		2	0	4	1	b49e2eaa-8ac668dd-6183a0ac4b8a26.12578309	1402	168
Conclusions de l’auditeur	168	textarea	0	0					4	0	4	1	b49e2eaa-8ac668dd-6183a0ac4c6b30.42886196	1403	168
Suite à l'audit, avis concernant les besoins ressentis et l'état de préparation de votre organisme	169	textarea	0	0					0	0	4	1	b49e2eaa-8ac668dd-6183a0ac4ef5e0.35550213	1404	169
Décisions sur les actions à mener concernant la conformité RGPD	169	textarea	0	0					1	0	4	1	b49e2eaa-8ac668dd-6183a0ac510a91.06213580	1405	169
Votre prénom, nom, courriel et téléphone mobile	170	text	1	0					0	0	4	1	b49e2eaa-8ac668dd-6183a0ac8ee159.97682147	1406	170
Vous devez fournir une preuve d'identité correspondant à la sensibilité des données demandées	170	checkboxes	0	0	[""]		["copie de pièce d'identité","courriel","téléphone portable",""]		1	0	4	1	b49e2eaa-8ac668dd-6183a0ac902878.70706554	1407	170
Fichier(s) à joindre motivant la demande	170	file	0	0	[]				2	0	4	1	b49e2eaa-8ac668dd-6183a0ac90d2f1.84703721	1408	170
Courriel ou numéro de portable pour recevoir le code de vérification	170	text	0	0				&lt;p&gt;Pour garantir la confidentialité des données, nous vous enverrons un code de vérification afin de vérifier votre identité ; conformément au règlement, nous nous réservons le droit de procéder à des vérifications plus approfondies, par exemple en effectuant un appel vocal &lt;/p&gt;	3	0	4	1	b49e2eaa-8ac668dd-6183a0ac912af2.21657687	1409	170
Exercer mon droit d’accès à mes données à caractère personnel (art. 12 et 15)	171	checkboxes	0	0	[]		["Pouvez vous me confirmer les données me concernant qui font l'objet d'un traitement par votre organisme,","les consentements que je vous ai fournis,","les sous-traitants à qui vous avez transmis mes données","les lieux où se trouvent stockées mes données (UE \\/ hors UE)"]		0	0	4	1	b49e2eaa-8ac668dd-6183a0ac92bb54.50066414	1410	171
Exercer mon droit à la rectification (art. 16) 	171	checkboxes	0	0	[]		["Merci de modifier dans votre système les éléments suivants :"]		1	0	4	1	b49e2eaa-8ac668dd-6183a0ac9379c0.59171796	1411	171
Merci d'indiquer les traitements concernés	171	textarea	0	0					3	0	4	2	b49e2eaa-8ac668dd-6183a0ac941cd8.11606169	1412	171
Exercer mon droit à la limitation (art.18)	171	checkboxes	0	0	[]		["Je conteste l’utilisation ou l'exactitude des données en votre possession et vous demande d’en geler l’exploitation dans l’attente d’un examen ou du règlement d’un litige"]		5	0	4	1	b49e2eaa-8ac668dd-6183a0ac9559c9.67324110	1413	171
Exercer mon droit à la portabilité (art. 20)	171	checkboxes	0	0	[]		["Merci de me transmettre dans un format « lisible par machine » l’ensemble des données collectées (à l’exception des donnés inférées, conformément au règlement)"]		6	0	4	1	b49e2eaa-8ac668dd-6183a0ac960929.30281189	1414	171
Exercer mon droit à l’oubli (art. 17)	171	checkboxes	0	0	[]		["Merci d’effacer de votre système d’information toutes les données me concernant, à l’exception de celles strictement nécessaires à l’exécution des contrats qui nous lient et à vos obligations légales (fiscales, sociales…)"]		4	0	4	1	b49e2eaa-8ac668dd-6183a0ac969378.82949790	1415	171
Subrogation (art. 12)	171	checkboxes	0	0	[]		["Je vous informe qu’en cas de décès, je désigne la personne ci-après qui subrogera les droits sur mes données"]		8	0	4	1	b49e2eaa-8ac668dd-6183a0ac9751d2.46456312	1416	171
Signaler une violation	171	checkboxes	0	0	[""]		["Je vous informe par la présente que je pense que certaines de mes données ont été diffusées ; je vous indique les circonstances et les données concernées"]		10	0	4	1	b49e2eaa-8ac668dd-6183a0ac980a52.85029394	1417	171
Circonstances de la violation	171	textarea	0	0					11	0	4	2	b49e2eaa-8ac668dd-6183a0ac989c34.18142034	1418	171
Subrogation, désignation de la personne (nom, courriel, si besoin adresse et téléphone)	171	text	0	0					9	0	4	2	b49e2eaa-8ac668dd-6183a0ac9a1421.10310801	1419	171
Eléments existants -> modifications à faire	171	textarea	0	0			Je vous informe de la modification des éléments suivants :		2	0	4	2	b49e2eaa-8ac668dd-6183a0ac9bd452.36504485	1420	171
Droit à l'opposition (art. 21)	171	checkboxes	0	0	[]		["je souhaite retirer mon consentement, ou m’opposer aux traitements suivants, auxquels j’avais donné mon consentement :"]		7	0	4	1	b49e2eaa-8ac668dd-6183a0ac9d64b5.80631526	1421	171
Engagement de sincérité et de confidentialité	172	checkboxes	0	0	[""]		["En effectuant cette demande, je certifie la sincérité des informations fournies.","Je m'engage par la présente à faire un usage respectueux des données récupérées et à garder confidentielles toutes données qui pourraient concerner d'autres personnes ","Je suis informé que toutes les données effacées ne pourront être récupérées"]		0	0	4	1	b49e2eaa-8ac668dd-6183a0ac9f88b3.41749525	1422	172
Délai réponse	172	description	0	0				&lt;p&gt;Vous voudrez bien me faire parvenir votre réponse dans les meilleurs délais et au plus tard dans un délai d’un mois à compter de la réception de ma demande (article 12.3 de la loi RGPD).&lt;/p&gt;&lt;p&gt;Je vous prie d'agréer, Madame, Monsieur, l'expression de mes salutations distinguées.&lt;/p&gt;	1	0	4	1	b49e2eaa-8ac668dd-6183a0aca10ed4.22561880	1423	172
Sécurisation de l'exploitation	173	textarea	0	0				&lt;p&gt;Politiques permettant de limiter la vraisemblance et la gravité des risques visant les biens supports utilisés en exploitation (documenter les procédures d'exploitation, inventaire et mise à jour des logiciels et matériels, correction des vulnérabilités, duplication des données, limiter l'accès physique au matériel, etc.)&lt;/p&gt;	0	0	4	1	b49e2eaa-8ac668dd-6183a0acaf4160.25196878	1424	173
Lutte contre les logiciels malveillants	173	textarea	0	0				&lt;p&gt;Mesures destinées à protéger les accès vers des réseaux publics (Internet) ou non maîtrisés (partenaires), ainsi que les postes de travail et les serveurs contre les codes malveillants qui pourraient affecter la sécurité les données à caractère personnel.&lt;/p&gt;	1	0	4	1	b49e2eaa-8ac668dd-6183a0acb041c4.20126230	1425	173
Gestion des postes de travail	173	textarea	0	0				&lt;p&gt;Mesures prises afin de diminuer la possibilité que les caractéristiques des logiciels (systèmes d’exploitation,applications métiers, logiciels bureautiques, paramétrages…) ne soient exploitées pour porter atteinte aux données à caractère personnel (mises à jour, protection physique et des accès, travail sur un espace réseau sauvegardé, contrôleurs d’intégrité, journalisation, etc.)&lt;/p&gt;	2	0	4	1	b49e2eaa-8ac668dd-6183a0acb158f2.88941391	1426	173
Protection des sites Web	173	textarea	0	0				&lt;p&gt;Méthodes et moyens mis en place pour diminuer la possibilité que les caractéristiques des sites web soient exploitées pour porter atteinte aux données à caractère personnel (référentiel général de sécurité, chiffrement TLS des flux, politique de dépôt de cookies, audits de sécurité, etc.).&lt;/p&gt;	3	0	4	1	b49e2eaa-8ac668dd-6183a0acb26ec9.25536602	1427	173
Sauvegarde des données	173	textarea	0	0				&lt;p&gt;Existence d'une politique de sauvegarde permettant d'assurer la disponibilité et/ou l’intégrité des données à caractère personnel, tout en protégeant leur confidentialité (régularité des sauvegardes, chiffrement du canal de transmission des données, test d'intégrité, etc.).&lt;/p&gt;	4	0	4	1	b49e2eaa-8ac668dd-6183a0acb38ab7.01635434	1428	173
Maintenance	173	textarea	0	0				&lt;p&gt;Existence d'une politique de maintenance physique des équipements, précisant le recours éventuel à la sous-traitance.&lt;br /&gt;Elle devra encadrer la maintenance à distance si elle est autorisée, et préciser les méthodes de gestion des matériels défectueux.&lt;/p&gt;	5	0	4	1	b49e2eaa-8ac668dd-6183a0acb4b1d1.79983879	1429	173
Contrat de sous traitance	173	textarea	0	0				&lt;p&gt;Les données à caractère personnel communiquées à ou gérées par des sous-traitants doivent bénéficier de garanties suffisantes. &lt;strong&gt;Faire appel uniquement à des sous-traitants présentant des garanties suffisantes&lt;/strong&gt; (notamment en termes de connaissances spécialisées, de fiabilité et de ressources). Exiger la communication par le prestataire de sa politique de sécurité des systèmes d’information.&lt;/p&gt;	6	0	4	1	b49e2eaa-8ac668dd-6183a0acb5ccf9.76046872	1430	173
Sécurisation des canaux informatiques	173	textarea	0	0				&lt;p&gt;En fonction du type de réseau sur lequel le traitement est mis en œuvre (isolé, privé, ou Internet), le responsable de traitement doit mettre en place des systèmes de protection adéquats : pare-feu, sondes de détection d'intrusion ou autres dispositifs actifs ou passifs sont chargés d'assurer la sécurité du réseau.&lt;/p&gt;	7	0	4	1	b49e2eaa-8ac668dd-6183a0acb7bca5.79202380	1431	173
Sécurité physique	173	textarea	0	0				&lt;p&gt;Existence d'un contrôle des accès physique aux locaux hébergeant le traitement (zonage, accompagnement des visiteurs, port de badge, portes verrouillées, etc.).&lt;br /&gt;Indiquez s’il existe des moyens d’alerte en cas d’effraction.&lt;/p&gt;	8	0	4	1	b49e2eaa-8ac668dd-6183a0acb967c9.70973382	1432	173
Traçabilité	173	textarea	0	0				&lt;p&gt;Existence de mesures mises en place pour être capable de détecter les incidents concernant des données à caractère personnel de façon précoce et de disposer d’éléments exploitables pour les étudier ou pour fournir des preuves dans le cadre d’enquêtes (architecture et politique de journalisation, respect des obligation en matière de protection des données à caractère personnel, etc.).&lt;/p&gt;	9	0	4	1	b49e2eaa-8ac668dd-6183a0acba8980.21627466	1433	173
Sécurisation des matériels	173	textarea	0	0				&lt;p&gt;Existence de mesures prises pour diminuer la possibilité que les caractéristiques des matériels (serveurs, postes fixes, ordinateurs portables, périphériques, relais de communication, supports amovibles, etc.) soient exploitées pour porter atteinte aux données à caractère personnel (inventaire, cloisonnement, redondance matérielle, limiter l'accès, etc.).&lt;/p&gt;	10	0	4	1	b49e2eaa-8ac668dd-6183a0acbb93d5.35711015	1434	173
Éloignement des sources de risques	173	textarea	0	0				&lt;p&gt;Existence de mesures pour éviter que des sources de risques, humaines ou non humaines, auxquelles il est possible de ne pas être confronté, portent atteinte aux données à caractère personnel (produits dangereux, zones géographiques dangereuses, transfert des données en dehors de l'UE, etc.)&lt;/p&gt;	11	0	4	1	b49e2eaa-8ac668dd-6183a0acbc97b5.79646527	1435	173
Protection contre les sources de risques non humaines	173	textarea	0	0				&lt;p&gt;Existence de mesures pour réduire ou éviter les risques liés à des sources non humaines (phénomènes climatiques, incendie, dégât des eaux, accidents internes ou externes, animaux, etc.) qui pourraient affecter la sécurité des données à caractère personnel (mesures de prévention, détection, protection, etc.).&lt;/p&gt;	12	0	4	1	b49e2eaa-8ac668dd-6183a0acbda6f7.09725749	1436	173
Accès illégitime à des données	174	text	0	0				&lt;h4&gt;Analysez les causes et conséquences d'un accès illégitime à des données, et estimez sa gravité et sa vraisemblance.&lt;/h4&gt;	1	0	4	1	b49e2eaa-8ac668dd-6183a0accc46f8.16670199	1437	174
Modification non désirée de données	174	text	0	0				&lt;h4&gt;Analysez les causes et conséquences d'une modification non désirée de données, et estimez sa gravité et sa vraisemblance.&lt;/h4&gt;	2	0	4	1	b49e2eaa-8ac668dd-6183a0accdae93.72671002	1438	174
Disparition de données	174	text	0	0				&lt;h4&gt;Analysez les causes et conséquences d'une disparition de données, et estimez sa gravité et sa vraisemblance.&lt;/h4&gt;	3	0	4	1	b49e2eaa-8ac668dd-6183a0accea881.97932723	1439	174
Mesures existantes ou prévues 	174	text	0	0				&lt;div class="pia-entryContentBlock-header-title"&gt;&lt;h4&gt;Cette partie vous permet de recenser les mesures (existantes ou prévues) contribuant à la sécurité des données.&lt;/h4&gt;&lt;/div&gt;	0	0	4	1	b49e2eaa-8ac668dd-6183a0accfb3d7.70473942	1440	174
Sources humaines internes	175	text	0	0					0	0	4	1	b49e2eaa-8ac668dd-6183a0acd12a09.70572776	1441	175
Sources humaines externes	175	text	0	0					1	0	4	1	b49e2eaa-8ac668dd-6183a0acd28272.28807226	1442	175
Sources non humaines internes	175	text	0	0					2	0	4	1	b49e2eaa-8ac668dd-6183a0acd37c41.83141454	1443	175
Sources non humaines externes	175	text	0	0					3	0	4	1	b49e2eaa-8ac668dd-6183a0acd481f0.61682903	1444	175
Utilisation inadaptée ( abus de droits, erreur de manipulation)	176	text	0	0					0	0	4	1	b49e2eaa-8ac668dd-6183a0acd5d339.77538670	1445	176
Modification inadaptée ( piégeage logiciel ou matériel – keylogger, installation d’un logiciel malveillant) 	176	text	0	0					1	0	4	1	b49e2eaa-8ac668dd-6183a0acd6e2a7.66785544	1446	176
Perte (vol d'une clé usb, perte d'un smartphone...)	176	text	0	0					2	0	4	1	b49e2eaa-8ac668dd-6183a0acd819c5.49658424	1447	176
Observation inadaptée (écran observé, géolocalisation subie)	176	text	0	0					3	0	4	1	b49e2eaa-8ac668dd-6183a0acd951a8.91694359	1448	176
Détérioration (vandalisme, dégradation naturelle)	176	text	0	0					4	0	4	1	b49e2eaa-8ac668dd-6183a0acda5979.69917447	1449	176
Surchage (stockage plein, attaque par déni de service)	176	text	0	0					5	0	4	1	b49e2eaa-8ac668dd-6183a0acdb63f1.19681104	1450	176
Anonymisation	176	text	0	0					6	0	4	1	b49e2eaa-8ac668dd-6183a0acdc7334.97341308	1451	176
Contrôle d'accès	177	text	0	0					1	0	4	1	b49e2eaa-8ac668dd-6183a0acddc031.32605857	1452	177
Sauvegarde	177	text	0	0					2	0	4	1	b49e2eaa-8ac668dd-6183a0acdedfb2.16982446	1453	177
Tracabilité	177	text	0	0					3	0	4	1	b49e2eaa-8ac668dd-6183a0ace049d4.21189287	1454	177
Sécurité des locaux	177	text	0	0					4	0	4	1	b49e2eaa-8ac668dd-6183a0ace18c30.74257023	1455	177
Chiffrement	177	text	0	0					0	0	4	1	b49e2eaa-8ac668dd-6183a0ace38297.82623139	1456	177
négligeable / modéré / importante / maximale	178	text	0	0					0	0	4	1	b49e2eaa-8ac668dd-6183a0ace525c8.53612225	1457	178
Sauvegarde	178	text	0	0					1	0	4	1	b49e2eaa-8ac668dd-6183a0ace621a3.17510133	1458	178
Tracabilité	178	text	0	0					2	0	4	1	b49e2eaa-8ac668dd-6183a0ace738e0.93818919	1459	178
Sécurité des locaux	178	text	0	0					3	0	4	1	b49e2eaa-8ac668dd-6183a0ace83472.99006005	1460	178
Rédacteur(s) de ce PIA	179	actor	0	0	[]				0	0	4	1	b49e2eaa-8ac668dd-6183a0ace98d33.35042866	1461	179
