MESURES PRODUITS	48	3	1	b49e2eaa-8ac668dd-6183a0adbd8110.68403681	194	48
Divers	48	4	1	b49e2eaa-8ac668dd-6183a0adc0b938.27847115	195	48
Votre poste	49	1	1	b49e2eaa-8ac668dd-6183a0addab422.18955188	196	49
Votre environnement de travail	49	2	1	b49e2eaa-8ac668dd-6183a0ade59674.78076898	197	49
Vos moyens numériques (ou non) permettant l'accès à vos informations	49	3	1	b49e2eaa-8ac668dd-6183a0ade92744.24363179	198	49
Où sont enregistrées vos données ? Indiquez vos principaux lieux de stockage	49	5	1	b49e2eaa-8ac668dd-6183a0adec5fe3.28566114	199	49
Vos interlocuteurs	49	6	1	b49e2eaa-8ac668dd-6183a0adf12a14.35159560	200	49
Vos canaux de communication (réception)	49	8	1	b49e2eaa-8ac668dd-6183a0ae00c2a1.21060028	201	49
Groupes collaboratifs	49	11	1	b49e2eaa-8ac668dd-6183a0ae051106.87428151	202	49
La sécurité de l’information	49	12	1	b49e2eaa-8ac668dd-6183a0ae0934b3.29246135	203	49
Votre opinion	49	13	1	b49e2eaa-8ac668dd-6183a0ae111001.10754878	204	49
Volumétrie. En moyenne, par jour, pouvez vous indiquer : 	49	10	1	b49e2eaa-8ac668dd-6183a0ae197c08.86133201	205	49
Vos canaux de communication (émission)	49	9	1	b49e2eaa-8ac668dd-6183a0ae2221f8.44945067	206	49
Vos interlocuteurs (2)	49	7	1	b49e2eaa-8ac668dd-6183a0ae2501e8.09252632	207	49
Autres outils utilisés	49	4	1	b49e2eaa-8ac668dd-6183a0ae283f75.82606094	208	49
Votre poste	50	1	1	b49e2eaa-8ac668dd-6183a0ae4678e4.04802659	209	50
Votre environnement de travail	50	2	1	b49e2eaa-8ac668dd-6183a0ae5173f3.66516330	210	50
Vos moyens numériques (ou non) permettant l'accès à vos informations	50	3	1	b49e2eaa-8ac668dd-6183a0ae560640.60326994	211	50
Où sont enregistrées vos données ? Indiquez vos principaux lieux de stockage	50	5	1	b49e2eaa-8ac668dd-6183a0ae58f962.76539260	212	50
Vos interlocuteurs	50	6	1	b49e2eaa-8ac668dd-6183a0ae5d76f3.27284096	213	50
Vos canaux de communication (réception)	50	8	1	b49e2eaa-8ac668dd-6183a0ae6157d1.13816707	214	50
Groupes collaboratifs	50	11	1	b49e2eaa-8ac668dd-6183a0ae63f370.41421056	215	50
La sécurité de l’information	50	12	1	b49e2eaa-8ac668dd-6183a0ae66c817.25568307	216	50
Votre opinion	50	13	1	b49e2eaa-8ac668dd-6183a0ae6f81a0.77490853	217	50
Volumétrie. En moyenne, par jour, pouvez vous indiquer : 	50	10	1	b49e2eaa-8ac668dd-6183a0ae746da0.96404136	218	50
Vos canaux de communication (émission)	50	9	1	b49e2eaa-8ac668dd-6183a0ae7d6e91.83480806	219	50
Vos interlocuteurs (2)	50	7	1	b49e2eaa-8ac668dd-6183a0ae81da26.73577673	220	50
Autres outils utilisés	50	4	1	b49e2eaa-8ac668dd-6183a0ae8593b6.88172911	221	50
Finalités et responsables du traitement	53	1	1	b49e2eaa-8ac668dd-6192028d4ef928.64651277	233	53
Bases légales	53	5	1	b49e2eaa-8ac668dd-6192028d5aaaa9.57743592	234	53
Mesures protectrices de la vie privée - Exercice des droits	53	6	1	b49e2eaa-8ac668dd-6192028d5d21a2.97995038	235	53
Support des données (induisant les mesures de sécurité & de confidentialité)	53	8	1	b49e2eaa-8ac668dd-6192028d655cd4.56808577	236	53
Acteurs du traitement, co-traitants, destinataires	53	9	1	b49e2eaa-8ac668dd-6192028d6b5a06.16552063	237	53
Personnes concernées et données traitées par finalité	53	3	1	b49e2eaa-8ac668dd-6192028d71ab26.74547382	238	53
Etude d'impact	53	7	1	b49e2eaa-8ac668dd-6192028d7e0ff6.65241807	239	53
Collecte des données	53	4	1	b49e2eaa-8ac668dd-6192028d832a50.34928632	240	53
Descriptif du traitement	53	2	1	b49e2eaa-8ac668dd-6192028d85d208.54993795	241	53
Votre identité et consentement	176	2	1	b49e2eaa-8ac668dd-6200d220cc2e63.74137631	666	176
JE SOUHAITE EXERCER	176	1	1	b49e2eaa-8ac668dd-6200d220d1ba12.59703770	667	176
Autorisations de communication	178	1	1	b49e2eaa-8ac668dd-620a19ce209e82.76566062	670	178
Décalages constatés avec le référentiel	179	1	1	b49e2eaa-8ac668dd-620b90ccce9287.04869552	671	179
Indications concernant ce traitement	179	2	1	bfff2a16-8047bc27-634dc47546f4f8.10864084	672	179
Autorisations de communication	242	1	1	b49e2eaa-8ac668dd-62206727eefb61.24092429	880	242
Autorisations de communication	243	1	1	b49e2eaa-8ac668dd-622067281fe3f1.07273692	881	243
Votre identité	243	2	1	b49e2eaa-8ac668dd-62206728228e41.78195926	882	243
Votre identité et consentement	337	2	1	b49e2eaa-8ac668dd-6229c903e2c5d0.46950010	1079	337
JE SOUHAITE SIGNALER UNE VIOLATION DE DONNEES	337	1	1	52cffd3e-8047bc27-638878f4e38b04.33888086	1080	337
Périmètre : quelles ressources sont sauvegardées ?	443	1	1	b49e2eaa-8ac668dd-6245e0b45d2b28.14803502	1414	443
Caractéristiques	443	3	1	b49e2eaa-8ac668dd-6245e371baa525.40187768	1415	443
Destination	443	2	1	b49e2eaa-8ac668dd-6245e371ba6fa3.46795341	1416	443
Suivi de la sauvegarde	443	5	1	b49e2eaa-8ac668dd-629e6304479631.61412871	1417	443
Formation	444	1	1	b49e2eaa-8ac668dd-6246b0f63f75b6.20187872	1418	444
Administration	443	4	1	b49e2eaa-8ac668dd-629e630447c685.72867462	1518	443
Restauration / Confidentialité	443	6	1	b49e2eaa-8ac668dd-629e688722d930.36297780	1519	443
Indications sur le document	487	1	1	b49e2eaa-8ac668dd-62a3541befce44.49363623	1563	487
Audit logiciel - Fonctionnalités RGPD	488	1	1	b49e2eaa-8ac668dd-62a3563c491508.34853609	1564	488
Informations sur le formulaires	539	2	1	b49e2eaa-8ac668dd-62d59882586166.32513886	1725	539
Conclusions	539	3	1	b49e2eaa-8ac668dd-62d598806f8f75.44639625	1726	539
Informations	539	1	1	b49e2eaa-8ac668dd-62d59882583434.22969427	1727	539
Décalages constatés avec le référentiel	549	1	1	b49e2eaa-8ac668dd-62e2aba4283833.73562038	1749	549
Indications concernant ce traitement	549	2	1	b49e2eaa-8ac668dd-62e2aba431ac12.02444353	1750	549
Personnes concernées - Volumétrie	606	1	1	bfff2a16-8047bc27-634da67f7e9d78.14729397	1827	606
Volumétrie pour les personnes concernées	179	3	1	bfff2a16-8047bc27-634dc47547c220.33513814	1828	179
Conformité des formulaires utilisés	179	4	1	bfff2a16-8047bc27-634dc4b49ca257.30191852	1829	179
Gouvernance en matière de protection des données	45	1	1	52cffd3e-8047bc27-63791eb9112ce6.27117593	1909	45
Vos traitements nous concernant	45	2	1	52cffd3e-8047bc27-63791f638a7f76.61520836	1910	45
Vos coordonnées &#38; votre accord	45	3	1	52cffd3e-8047bc27-63792020b487c8.66891445	1912	45
Généralités	660	1	1	52cffd3e-8047bc27-638786abed8281.76463608	1997	660
Validation	660	2	1	52cffd3e-8047bc27-638786ac0fea39.76010552	1998	660
3/ MESURES DE TRACABILITE	488	4	1	52cffd3e-8047bc27-63aed13410be29.75860702	2085	488
4/ MESURES DE SAUVEGARDE	488	5	1	52cffd3e-8047bc27-63aed13a3ef3f7.27045581	2086	488
2/ Contrôle des accès	488	3	1	52cffd3e-8047bc27-63aed12e0c49f0.12287647	2087	488
5/ Mesures organisationnelles	488	6	1	52cffd3e-8047bc27-63aed140b2e8e9.43655416	2088	488
1/ Données et personnes concernées	488	2	1	52cffd3e-8047bc27-63aecea45ddd96.44082190	2089	488
Rapport	488	7	1	52cffd3e-8047bc27-63aed1af7f6a04.90428080	2090	488
Généralités	718	1	1	02895a9d-8047bc27-648993f23a42d3.52658241	2197	718
Validation	718	2	1	02895a9d-8047bc27-648993f2523bf8.46928743	2198	718
Votre identité et consentement	724	2	1	02895a9d-8047bc27-6495a363654dd1.02393526	2212	724
JE SOUHAITE SIGNALER UNE VIOLATION DE DONNEES	724	1	1	02895a9d-8047bc27-6495a3636afe82.36472413	2213	724
Votre identité et coordonées	725	2	1	02895a9d-8047bc27-6495a649b75f43.39080727	2214	725
TRANSMISSION D'UNE DEMANDE	725	1	1	02895a9d-8047bc27-6495a4688b5e30.77595050	2215	725
Section	726	2	1	674c5ee4-8047bc27-659c4de91945c3.89451106	2216	726
Utilisateur concerné	726	1	1	674c5ee4-8047bc27-659c4de918ba48.12282366	2217	726
Votre identité	769	1	1	37c4a1e1-8047bc27-6537606144a2e7.56346163	2354	769
Question	769	2	1	37c4a1e1-8047bc27-6537606147c611.49829230	2355	769
Organisation	772	1	1	37c4a1e1-8047bc27-6540eeb1b40993.57894326	2359	772
Votre identité et consentement	778	2	1	37c4a1e1-8047bc27-65682f47cbfcb6.42427439	2369	778
JE SOUHAITE EXERCER	778	1	1	37c4a1e1-8047bc27-65682f47d1b940.07690759	2370	778
Votre identité et consentement	781	2	1	37c4a1e1-8047bc27-6569fd0a36bb23.87700455	2375	781
JE SOUHAITE APPORTER UNE CONTRIBUTION	781	1	1	37c4a1e1-8047bc27-6569fd0a3acd86.05497135	2376	781
Engagements	726	3	1	674c5ee4-8047bc27-659c49f8bffbb9.78556621	2379	726
